time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,7.558218470688902e-08,-8.14748464164617e-08,10.003735498613251,6.282900130146896,6.283061167438044,0.0,8.696936660539464e-06,-1.5371115627543794e-05,0.12451040364669817,-0.016538744555734286,-0.006566645403923115,0.0,444.6006909756804,444.0624926471163,445.562095787422,444.20824358575675
0.12000000000000001,4.232271111173605e-06,-1.1736990477965536e-05,10.017280848653773,6.282224345655827,0.00016068997481966107,0.0,0.00012881593937998602,-0.00046891312105074186,0.32696447379670546,-0.002381950124354091,0.02102949842066184,0.0,467.5895892075547,469.73409770786174,467.4116414090959,468.51354407629634
0.18,2.6285224892021394e-06,-6.114727958797997e-05,10.04071146736893,6.281959972546266,0.0020578627266640837,0.0,-0.0003557217200615208,-0.0011992797310810765,0.45401345706528695,-0.008798029048322806,0.04712279914482295,0.0,444.0220800867334,446.1575704657658,446.23452747292356,445.7106318459428
0.23999999999999996,-6.523137566659996e-05,-0.00015706482002072488,10.06834451085848,6.281243349654719,0.004691579848937977,0.0,-0.002150486245862303,-0.0020526362159996687,0.46708181317770514,-0.01912337423967468,0.03650246496773914,0.0,408.66613233433156,407.7197898577045,409.4917270266117,408.5724337158004
0.3,-0.0002948434260670192,-0.0003227125294217092,10.098442798173728,6.280122542739303,0.006893021086027851,0.0,-0.005717033061159605,-0.0035793677485022567,0.5361626511339934,-0.017808081376873404,0.037064411509059744,0.0,427.0461322237019,427.09473473372714,427.31947465262454,427.431602579294
0.36000000000000004,-0.0007980577177744884,-0.0006090761833600237,10.134896322003272,6.278725582637305,0.008951167752861089,0.0,-0.011288900615831016,-0.006095899931665948,0.6788781240036913,-0.037442956223387315,0.028111867931748715,0.0,450.7737172847333,450.0502620769392,451.53685957295295,449.9502054767105
0.4200000000000001,-0.0016674771655568513,-0.0010758220863761492,10.178700480656891,6.276569926695558,0.010696693813362579,0.0,-0.017866871362773516,-0.009687089374147051,0.7811927624199658,-0.03305780178701384,0.0309835255158101,0.0,437.3822503721896,437.6215761942192,438.59037793533366,438.95378250293817
0.48000000000000015,-0.0030417245345852662,-0.0018482243390471464,10.235281290111685,6.274489117829344,0.012143075929851754,0.0,-0.028169703198658958,-0.016332041646030443,1.10457433338836,-0.03813931518220601,0.004516007760942627,0.0,504.45479340861414,502.5402050842461,503.65863113902554,503.2906711156291
0.5400000000000001,-0.004988413041718958,-0.0030198916924258604,10.304921670339764,6.27219707683777,0.01254564323647589,0.0,-0.03675387120427142,-0.022960203893386846,1.2166559085457884,-0.038323672042826176,0.010770499177267053,0.0,441.76693727812767,442.28220212636097,441.93492362030935,441.91901288730617
0.6000000000000002,-0.007500208982623967,-0.00467366400164744,10.384472049760685,6.270054564157139,0.01296305904789552,0.0,-0.047034761795286276,-0.03242752374259773,1.4347712059521187,-0.030934399216591225,-0.0020376022524808447,0.0,474.7929697523342,473.80930673609384,474.1948992866943,474.7616418075007
0.6600000000000003,-0.010602978593893343,-0.006911261384800151,10.474592231182475,6.268516576253077,0.012632913891780007,0.0,-0.056365685051860015,-0.04233663063395065,1.569057509555294,-0.01671649884163717,-0.01353370193530131,0.0,449.8023318968651,448.8705419614643,449.51052316997556,450.660966756546
0.7200000000000003,-0.014245819107420083,-0.009761614873536571,10.571952219851708,6.26746102659234,0.012046154514567142,0.0,-0.0649894224031166,-0.05277896979101226,1.676123328323563,-0.019404583869501127,-0.003166250049839518,0.0,441.42010621688354,442.2748636512474,441.46819308162344,441.2464226450415
0.7800000000000004,-0.018397844649929128,-0.013263425457234655,10.675893616890209,6.266523479386226,0.01169753018682318,0.0,-0.07338220843907521,-0.06405359853319056,1.7884189456692035,-0.00897500587197778,-0.011706775501421563,0.0,444.2724813925861,443.5718221569769,442.8071865712598,443.6643480915613
0.8400000000000004,-0.02299422377695462,-0.017385586766356067,10.782194142543009,6.266294457384795,0.010412759270963967,0.0,-0.0797663981086279,-0.07338304325334713,1.7549839844426038,0.004895974518497902,-0.06138805990311287,0.0,398.0015367257616,393.4279328255372,394.9329700932311,396.21028689209
0.9000000000000005,-0.027970592838558808,-0.022117849613733156,10.889385322130146,6.2662121244668185,0.006642818269894768,0.0,-0.08575237841622776,-0.08434305502045543,1.8179606486589388,-0.018452188979065365,-0.06588828508757356,0.0,428.34694252888784,427.96106286081573,429.0231413321036,427.0362974060866
0.9600000000000005,-0.03322401745517747,-0.02749231377619763,10.999064465962144,6.264987301745773,0.002818223088445926,0.0,-0.0890115134858647,-0.09491024814111654,1.8379788494247102,-0.024657218370912056,-0.05976736623717452,0.0,414.3810378932832,414.91542678044306,413.8551847706572,413.3086812637416
1.0200000000000005,-0.03861975455939836,-0.03365466551754921,11.117042137264349,6.262934564044087,6.28251271305455,0.0,-0.09040326123608614,-0.11069125790229443,2.094173965339766,-0.07196228959206732,-0.05518258256379671,0.0,486.3185061852658,486.65973813821074,489.52047323130597,485.98700702135153
1.0800000000000005,-0.04401952549535026,-0.040700493521754505,11.244281110528513,6.259413588285604,6.278843991102448,0.0,-0.0892616071053948,-0.12453222461140487,2.1470183435394157,-0.040423150377835754,-0.07704840710426059,0.0,426.65680409163747,424.7828866426321,425.06654624770016,427.75773606014377
